"﻿""capitulo""",Nome,Liberação Bodhisattvica,Desc. Personagem,Ocupação,Significado,Local,Resumo do Cap. (84000.co),Cap. FILE NAME,Cap. URL,QR Code URL,LINK MODEL (.glb),Technosutra (Item),Rich content,ID,Created Date,Updated Date,Owner
6,Supratiṣṭhita,Ápice Desimpedido,"Sudhana encontra Supratiṣṭhita não em terra, mas caminhando no céu, como o centro de uma vasta procissão cósmica, sendo reverenciado com oferendas por uma imensa assembleia de seres celestiais e mitológicos que o acompanham.",Monge,Firmemente Estabelecido,"Sāgaratīra, na região de Laṅka.","Sudhana procura Supratiṣṭhita e, por fim, vê-o caminhando no céu acompanhado por uma vasta reunião de vários tipos de divindades, que lhe prestam homenagem. Supratiṣṭhita afirma que ele alcançou uma sabedoria chamada o ápice desimpedido, de modo que ele conhece vidas passadas, todos os budas passados, todas as línguas, quando guiar os seres, e assim por diante, e pode realizar todos os tipos de milagres.",06 SUPRATIṢṬHITA Stem Array.pdf,https://drive.google.com/file/d/1VwEshXbZ0N1UwJJTx_U1XZC14U1NapKi/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=6,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo6.glb,/technosutra/suprati%E1%B9%A3%E1%B9%ADhita,,266c8369-5db5-49da-9cd7-8451f2d3d5d8,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
31,Ananyagāmin,surgimento de cada portal aos pés do Buda Samantaśrīsaṃbhava,"Relutantemente, mas obediente à instrução, Sudhana deixa Avalokiteśvara e se aproxima do bodhisattva Ananyagāmin, que havia chegado de forma milagrosa.",Viajante universal,Aquele que Vai Sem Obstáculos,"No pico de uma montanha do sistema de mundos Sahā, tendo chegado do leste.","Sudhana vai ver o bodhisattva Ananyagāmin, que diz que no reino oriental de Śrīgarbhavatī ele alcançou a liberação bodhisattvica chamada o surgimento de cada portal aos pés do Buda Samantaśrīsaṃbhava, e que ele levou incontáveis kalpas para chegar a este mundo, embora tenha passado por incontáveis reinos a cada passo. Ele também fez oferendas a todos os budas naqueles reinos e manifestou corpos para beneficiar os seres de lá, e fez isso enquanto se aproximava deste mundo de todas as outras direções simultaneamente.",31 ANANYAGĀMIN Stem Array.pdf,https://drive.google.com/file/d/1KO6YxcDSW-KInbacyEU_N4x7CMvy5WJp/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=31,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo31.glb,/technosutra/ananyag%C4%81min,,2e674204-1cef-49ea-8c48-89c2166e7d6d,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
4,Meghaśrī,,"Seguindo a instrução de Mañjuśrī, Sudhana viaja para a montanha Sugrīva.",Monge,Glória da Nuvem,"Montanha Sugrīva, na terra de Rāmāvarānta.","Sudhana chega a Rāmāvarānta e encontra o monge Meghaśrī caminhando num planalto, no cume de uma montanha. Meghaśrī descreve como ele pode ver todos os tathāgatas em todas as direções. No entanto, ele afirma que seu conhecimento é limitado e não pode descrever as várias realizações que permitem que outros bodhisattvas vejam todos os tathāgatas.",04 MEGHAŚRĪ Stem Array.pdf,https://drive.google.com/file/d/1yEATMBo_kjkqgjNKulOmWIUlOCbzg8DV/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=4,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo4.glb,/technosutra/megha%C5%9Br%C4%AB,,2ec8f8bb-63ba-4f87-8822-7f731b9c0689,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
3,Manjushri,'-,Mañjuśrī parte de Jetavana com um vasto séquito.,Bodhisattva,Beautiful One with Auspiciousness,"A narrativa começa em Jetavana e segue Mañjuśrī em uma jornada para o sul, até a cidade de Dhanyākara e a floresta sagrada de Vicitra sāla dhvaja vyūha nas proximidades.","Através da benção do Buda, Śāriputra é capaz de ver Mañjuśrī, que está partindo para o Sul da Índia. Acompanhado de seus sessenta alunos, ele segue Mañjuśrī. Ele elogia Mañjuśrī ao seu aluno Sāgarabuddhi. Todos eles vão até Mañjuśrī e prestam-lhe homenagem, e Mañjuśrī ensina-lhes dez motivações. Em seguida, Mañjuśrī vai para a Floresta de Vicitrasāladhvajavyūha, perto da cidade de Dhanyākara. Mañjuśrī descreve os milagres ocorridos no nascimento de Sudhana, elogia Sudhana e ensina a ele e aos outros sobre a natureza dos budas. Mañjuśrī parte; Sudhana segue-o e, em verso, louva-o e pede ensinamentos. Mañjuśrī o instruiu a desenvolver a conduta de bodhisattva confiando em kalyāṇamitras.",03 MAÑJUŚRĪ Stem Array.pdf,https://drive.google.com/file/d/1KS-LppkNjhv-z3LbrTV3E6PcLPqKBuy9/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=3,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo3.glb,/technosutra/manjushri,,2ecca70e-a259-4626-80b2-3dd8f462996f,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
27,Siṃhavijṛmbhitā,A Erradicação de Toda a Presunção,Monja - senta-se em todos os tronos,Freira,Cheia de Força de Leão,"O Parque Sūrya Prabha na cidade de Kaliṅgavana, na terra de Śroṇāparānta. O parque é uma manifestação miraculosa da realização da monja, descrito com uma magnificência que supera os paraísos celestiais, com árvores de joias, lagos perfumados e tronos especificamente preparados para cada tipo de ser.","Sudhana chega à cidade de Kaliṅgavana na terra de Śroṇāparānta e encontra Siṃhavijṛmbhitā num parque chamado Sūryaprabha que, devido ao seu poder miraculoso, está coberto de jóias e outras manifestações miraculosas. Há tronos ao pé de árvores de jóias, em todos os quais se senta Siṃhavijṛmbhitā ensinando o Dharma a vários tipos de seres e bodhisattvas. Ela diz a Sudhana que alcançou a liberação bodhisattvica chamada a erradicação de toda a presunção, que lhe permite ir sob várias formas a vários mundos para fazer oferendas a budas e bodhisattvas.",27 SIṂHAVIJṚMBHITĀ Stem Array.pdf,https://drive.google.com/file/d/1UJiZtShyygi4EOBxdpflx8c_heOLKpYx/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=27,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo27.glb,/technosutra/si%E1%B9%83havij%E1%B9%9Bmbhit%C4%81,,4af27f5a-9710-4e01-9834-523db433fe5b,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
15,Indriyeśvara,A Sabedoria que Possui Clarividência em Todos os Ofícios,Mestre das Faculdades,Menino,Senhor dos Sentidos,"A confluência de rios na cidade de Sumukha, na terra de Śramaṇa-maṇḍala.","Sudhana encontra Indriyeśvara brincando na areia com outras dez mil crianças. Indriyeśvara conta a Sudhana que foi aluno de Mañjuśrī e dominou todos os tipos de ramos do conhecimento. Em particular, ele relata longamente o sistema de enumeração que os bodhisattvas usam. Entretanto, seu conhecimento é limitado a esse portal chamado a sabedoria que possui clarividência em todos os ofícios.",15 INDRIYEŚVARA Stem Array.pdf,https://drive.google.com/file/d/17_oNk0Fqy0SS8ZYX9S5nogGaTzrrQxmx/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=15,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo15.glb,/technosutra/indriye%C5%9Bvara,,4f27c212-26b3-4a15-9e2d-1eef539e8971,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
44,Māyādevī,as conjurações ilusórias da sabedoria da grande oração,"Antes de encontrar Māyādevī, Sudhana é recebido por várias deusas que o guiam e preparam, ensinando-o sobre a purificação da ""cidade da mente"" como pré-requisito para encontrar um verdadeiro kalyāṇamitra.",Mãe do Buda,"Ilusão, Mãe do Buda","Em um kūṭāgāra (pavilhão) miraculoso que surge do chão, em um grande lótus de joias.","Ratnanetrā, a deusa da cidade, aparece no céu para Sudhana e instrui sobre como cuidar da cidade de sua mente. Em seguida, duas deusas do corpo, Dharmapadmaśrīkuśalā e Hrīśrīmañjariprabhāvā, aparecem para ele, louvando Māyādevī e brilhando sobre Sudhana uma luz que traz realizações. Ele então encontra um rākṣasa, guardião do salão de reuniões dos bodhisattvas, que lhe ensina dois conjuntos de dez qualidades relacionadas com os kalyāṇamitras. Sudhana vê diante de si um gigantesco lótus, no centro da qual há um kūṭāgāra, dentro do qual está Māyādevī, que pode aparecer em qualquer lugar em qualquer ser sob várias formas.",44 MĀYĀDEVĪ Stem Array.pdf,"https://drive.google.com/file/d/16lJFuA44mA8ZtGrN_EPxlzpkyqDtopEr/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=44,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo44.glb,/technosutra/m%C4%81y%C4%81dev%C4%AB,,5156d0db-10e2-4a2f-aa1b-c0cf824da945,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
48,Bhadrottamā,desimpedido,"Sudhana viaja para a cidade de Vartanaka, aproxima-se de Bhadrottamā, presta as homenagens habituais e pede para ser ensinado sobre a conduta do bodhisattva.",Mulher leiga,Mulher Supremamente Excelente,"A cidade chamada Vartanaka, na região de Kevalaka.","Sudhana encontra Bhadrottamā, descrita simplesmente como uma kalyāṇamitra. Ela afirma que alcançou o samādhi chamado desimpedido, através do qual ela tem sentidos desimpedidos e outros atributos de onisciência.",48 BHADROTTAMĀ.pdf,"https://drive.google.com/file/d/1jV5ZY9LvrniDIdS5GWV9xlmVGxA7ODwT/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=48,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo48.glb,/technosutra/bhadrottam%C4%81,,57d52b00-f4c8-4f06-9de7-e7d4a284bc3a,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
34,Vāsantī, Portão Para Guiar Os Seres Através da Radiância do Dharma que Elimina a Escuridão de Todos os Seres,"Ao chegar a Kapilavastu ao anoitecer, Sudhana vê Vāsantī em um kūṭāgāra (pavilhão) de joias no céu.",Deusa da Noite,Deusa da Noite,"No céu, acima da cidade de Kapilavastu.","Sudhana chega a Kapilavastu e, após o pôr do sol, vê a deusa da noite Vāsantī no céu sobre a cidade. Ela tem um corpo dourado, e ele vê em seus poros os reinos de seres que ela libertou e suas várias emanações, e ele também ouve de seus poros os ensinamentos de Dharma que ela deu. Ela diz a Sudhana que alcançou a liberação bodhisattvica, chamada de portão para guiar os seres através da radiância do Dharma que elimina a escuridão de todos os seres. Ela descreve como ajuda vários seres que estão angustiados de várias maneiras na escuridão, e como liberta os seres da escuridão do saṃsāra e protege e salva os seres dos perigos físicos e espirituais.",34 VĀSANTĪ Stem Array.pdf,https://drive.google.com/file/d/1-8n6Tse6Ue3YEV0PDcdilxeBhydaRw3D/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=34,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo34.glb,/technosutra/v%C4%81sant%C4%AB,,59ddc2f4-5e3e-48d3-96de-59e4caea6a5c,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
50,Sucandra,luz inoxidável da sabedoria,"Seguindo a indicação de Muktāsāra, Sudhana encontra o chefe de família Sucandra, presta as homenagens e faz sua pergunta sobre a conduta do bodhisattva.",Chefe de família,Boa Lua,Em uma floresta ao lado da cidade de Bharukaccha.,"Sudhana encontra Sucandra, que lhe diz que sua realização está limitada à liberação bodhisattvica chamada luz inoxidável da sabedoria.",50 SUCANDRA Stem Array.pdf,"https://drive.google.com/file/d/1HzymJURMepb_Sx1veZDMbkWIbjVYDRB-/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=50,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo50.glb,/technosutra/sucandra,,696c36c1-d70f-403c-ae06-88fe20b582b3,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
29,Veṣṭhila,Exibição Incessante da Família dos Budas,"Sudhana encontra Veṣṭhila, um devoto que faz oferendas a um santuário que contém um trono de sândalo de um Tathāgata.",Chefe de família,—,A cidade de Śubhapāraṃgama.,"Sudhana vai para a cidade de Śubhapāraṃgama, onde encontra o chefe de família Veṣṭhila, que atingiu o samādhi chamado exibição incessante da família dos budas quando abriu a porta de um santuário. Através desse samādhi ele vê incontáveis budas do passado, presente e futuro.",29 VEṢṬHILA Stem Array.pdf,https://drive.google.com/file/d/1yNuhfoYgXviW2CNZiSg88dXwgW-mzpil/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=29,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo29.glb,/technosutra/ve%E1%B9%A3%E1%B9%ADhila,,779a849c-5efd-421d-8b7e-f0991b0027ae,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
7,Megha,,"Sudhana encontra Megha em um pátio, sentado em um trono de leão, ensinando a ""exibição da roda giratória das sílabas"" para uma assembleia de dez mil seres.",Gramático,Nuvem,"A cidade de Vajrapura, na terra de Draviḍa.","Sudhana encontra Megha ensinando num trono, num pátio da cidade de Vajrapura. Megha desce do seu trono e faz muitas oferendas a Sudhana. Ele louva os bodhisattvas através de várias analogias, e raios de luz brilham de sua boca, espalhando-se por todo o universo. Muitas divindades de vários tipos vêm para ouvir. Então Megha senta-se novamente em seu trono e afirma que alcançou o poder de retenção de Sarasvatī, de modo que conhece as línguas de todos os diferentes tipos de deidades e outros seres em todos os mundos.",07 MEGHA Stem Array.pdf,https://drive.google.com/file/d/1dIzDu58w9WJAeZO2OVB1R30Pf9lVzgup/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=7,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo7.glb,/technosutra/megha,,7867bf11-05dc-4136-897d-fc63dd927d4f,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
